일시,고객_카테고리,판매량_m3,판매액_만원,고객수
2022-01-14,산업용,1083.27,108327.0,430
2022-01-15,산업용,1297.86,129786.0,145
2022-01-16,산업용,1184.5,118450.0,327
2022-01-17,산업용,822.35,82235.0,34
2022-01-18,산업용,797.66,79766.0,136
2022-01-19,산업용,981.52,98152.0,418
2022-01-20,산업용,949.2,94920.0,329
2022-01-21,산업용,1339.98,133998.0,450
2022-01-22,산업용,1145.07,114507.0,114
2022-01-23,산업용,797.24,79724.0,144
2022-01-24,산업용,848.53,84853.0,67
2022-01-25,산업용,1222.73,122273.0,179
2022-01-26,산업용,1124.89,112489.0,94
2022-01-27,산업용,977.69,97769.0,443
2022-01-01,발전용,752.79,75279.0,90
2022-01-02,발전용,669.78,66978.0,58
2022-01-03,발전용,715.5,71550.0,46
2022-01-04,발전용,1039.17,103917.0,303
2022-01-05,발전용,784.97,78497.0,369
2022-01-06,발전용,824.33,82433.0,393
2022-01-07,발전용,755.38,75538.0,465
2022-01-08,발전용,993.15,99315.0,68
2022-01-09,발전용,812.79,81279.0,162
2022-01-10,발전용,1201.84,120184.0,441
2022-01-11,발전용,1118.13,111813.0,222
2022-01-12,발전용,726.3,72630.0,416
2022-01-13,발전용,1191.27,119127.0,87
2022-01-14,발전용,1032.75,103275.0,274
2022-01-15,발전용,1077.55,107755.0,297
2022-01-16,발전용,996.12,99612.0,220
2022-01-17,발전용,849.34,84934.0,279
2022-01-18,발전용,1077.69,107769.0,243
2022-01-19,발전용,677.88,67788.0,479
2022-01-20,발전용,791.26,79126.0,317
2022-01-21,발전용,1086.09,108609.0,58
2022-01-22,발전용,693.73,69373.0,398
2022-01-23,발전용,1051.52,105152.0,497
2022-01-24,발전용,952.56,95256.0,408
2022-01-25,발전용,1039.62,103962.0,192
2022-01-26,발전용,1078.0,107800.0,285
2022-01-27,발전용,1148.8,114880.0,10
2022-02-01,주택용,357.63,35763.0,219
2022-02-02,주택용,311.4,31140.0,109
2022-02-03,주택용,316.09,31609.0,43
2022-02-04,주택용,346.72,34672.0,26
2022-02-05,주택용,284.35,28435.0,257
2022-02-06,주택용,411.09,41109.0,357
2022-02-07,주택용,307.75,30775.0,228
2022-02-08,주택용,379.38,37938.0,414
2022-02-09,주택용,272.62,27262.0,83
2022-02-10,주택용,396.61,39661.0,201
2022-02-11,주택용,348.39,34839.0,262
2022-02-12,주택용,305.57,30557.0,415
2022-02-13,주택용,287.12,28712.0,59
2022-02-14,주택용,247.49,24749.0,82
2022-02-15,주택용,289.2,28920.0,176
2022-02-16,주택용,236.25,23625.0,339
2022-02-17,주택용,380.31,38031.0,182
2022-02-18,주택용,411.84,41184.0,328
2022-02-19,주택용,296.86,29686.0,263
2022-02-20,주택용,293.3,29330.0,226
2022-02-21,주택용,310.05,31005.0,256
2022-02-22,주택용,246.58,24658.0,248
2022-02-23,주택용,387.93,38793.0,334
2022-02-24,주택용,242.68,24268.0,194
2022-02-25,주택용,353.19,35319.0,190
2022-02-26,주택용,406.23,40623.0,321
2022-02-27,주택용,263.96,26396.0,31
2022-02-01,상업용,1101.24,110124.0,259
2022-02-02,상업용,1134.17,113417.0,278
2022-02-03,상업용,1629.41,162941.0,349
2022-02-04,상업용,1007.18,100718.0,387
2022-02-05,상업용,1523.49,152349.0,208
2022-02-06,상업용,1517.94,151794.0,206
2022-02-07,상업용,1042.07,104207.0,276
2022-02-08,상업용,1112.39,111239.0,105
2022-02-09,상업용,1101.02,110102.0,91
2022-02-10,상업용,893.14,89314.0,88
2022-02-11,상업용,1600.95,160095.0,53
2022-02-12,상업용,1342.1,134210.0,302
2022-02-13,상업용,942.31,94231.0,13
2022-02-14,상업용,1291.04,129104.0,135
2022-02-15,상업용,1342.21,134221.0,109
2022-02-16,상업용,928.59,92859.0,457
2022-02-17,상업용,1544.71,154471.0,45
2022-02-18,상업용,1392.6,139260.0,129
2022-02-19,상업용,1144.54,114454.0,218
2022-02-20,상업용,1292.23,129223.0,45
2022-02-21,상업용,1174.99,117499.0,92
2022-02-22,상업용,1232.41,123241.0,372
2022-02-23,상업용,1395.22,139522.0,84
2022-02-24,상업용,1035.44,103544.0,421
2022-02-25,상업용,987.94,98794.0,180
2022-02-26,상업용,951.4,95140.0,30
2022-02-27,상업용,1464.22,146422.0,184
2022-02-01,산업용,1030.49,103049.0,162
2022-02-02,산업용,1216.25,121625.0,178
2022-02-03,산업용,1308.19,130819.0,15
2022-02-04,산업용,1237.89,123789.0,65
2022-02-05,산업용,1067.81,106781.0,376
2022-02-06,산업용,984.68,98468.0,415
2022-02-07,산업용,1138.2,113820.0,26
2022-02-08,산업용,805.03,80503.0,319
2022-02-09,산업용,1108.54,110854.0,104
2022-02-10,산업용,1137.17,113717.0,153
2022-02-11,산업용,1302.87,130287.0,169
2022-02-12,산업용,818.49,81849.0,62
2022-02-13,산업용,1399.0,139900.0,180
2022-02-14,산업용,1015.74,101574.0,53
2022-02-15,산업용,987.09,98709.0,135
2022-02-16,산업용,1005.56,100556.0,438
2022-02-17,산업용,875.99,87599.0,335
2022-02-18,산업용,1062.31,106231.0,334
2022-02-19,산업용,1110.9,111090.0,246
2022-02-20,산업용,1172.99,117299.0,39
2022-02-21,산업용,988.88,98888.0,48
2022-02-22,산업용,1130.75,113075.0,112
2022-02-23,산업용,1106.87,110687.0,449
2022-02-24,산업용,1050.36,105036.0,196
2022-02-25,산업용,1192.59,119259.0,234
2022-02-26,산업용,823.48,82348.0,218
2022-02-27,산업용,1187.68,118768.0,46
2022-02-01,발전용,1437.08,143708.0,190
2022-02-02,발전용,1542.22,154222.0,257
2022-02-03,발전용,1085.8,108580.0,305
2022-02-04,발전용,1012.59,101259.0,462
2022-02-05,발전용,1236.93,123693.0,279
2022-02-06,발전용,1509.51,150951.0,202
2022-02-07,발전용,1450.74,145074.0,494
2022-02-08,발전용,1533.55,153355.0,229
2022-02-09,발전용,1396.98,139698.0,259
2022-02-10,발전용,1249.67,124967.0,475
2022-02-11,발전용,1207.13,120713.0,399
2022-02-12,발전용,922.27,92227.0,373
2022-02-13,발전용,1091.33,109133.0,93
2022-02-14,발전용,1198.55,119855.0,132
2022-02-15,발전용,1232.8,123280.0,406
2022-02-16,발전용,1343.29,134329.0,128
2022-02-17,발전용,997.16,99716.0,458
2022-02-18,발전용,1220.45,122045.0,326
2022-02-19,발전용,1496.03,149603.0,50
2022-02-20,발전용,930.0,93000.0,301
2022-02-21,발전용,1379.99,137999.0,191
2022-02-22,발전용,1312.27,131227.0,350
2022-02-23,발전용,1288.41,128841.0,336
2022-02-24,발전용,1275.49,127549.0,492
2022-02-25,발전용,1611.78,161178.0,57
2022-02-26,발전용,1223.71,122371.0,124
2022-02-27,발전용,1393.23,139323.0,292
2022-03-01,주택용,918.86,91886.0,391
2022-03-02,주택용,1492.53,149253.0,442
2022-03-03,주택용,1218.45,121845.0,18
2022-03-04,주택용,854.86,85486.0,443
2022-03-05,주택용,1032.78,103278.0,31
2022-03-06,주택용,1045.85,104585.0,372
2022-03-07,주택용,1278.55,127855.0,384
2022-03-08,주택용,1084.88,108488.0,226
2022-03-09,주택용,1373.58,137358.0,414
2022-03-10,주택용,932.47,93247.0,454
2022-03-11,주택용,1297.59,129759.0,313
2022-03-12,주택용,876.03,87603.0,454
2022-03-13,주택용,1276.28,127628.0,300
2022-03-14,주택용,822.86,82286.0,85
2022-03-15,주택용,1517.96,151796.0,196
2022-03-16,주택용,914.32,91432.0,19
2022-03-17,주택용,833.23,83323.0,199
2022-03-18,주택용,1095.38,109538.0,410
2022-03-19,주택용,870.43,87043.0,372
2022-03-20,주택용,1399.24,139924.0,291
2022-03-21,주택용,865.56,86556.0,314
2022-03-22,주택용,916.74,91674.0,112
2022-03-23,주택용,1343.74,134374.0,311
2022-03-24,주택용,930.26,93026.0,281
2022-03-25,주택용,1301.35,130135.0,183
2022-03-26,주택용,954.36,95436.0,151
2022-03-27,주택용,879.78,87978.0,290
2022-03-01,상업용,980.62,98062.0,22
2022-03-02,상업용,908.44,90844.0,197
2022-03-03,상업용,757.95,75795.0,50
2022-03-04,상업용,682.79,68279.0,377
2022-03-05,상업용,740.69,74069.0,499
2022-03-06,상업용,816.21,81621.0,166
2022-03-07,상업용,753.81,75381.0,305
2022-03-08,상업용,689.36,68936.0,126
2022-03-09,상업용,633.57,63357.0,409
2022-03-10,상업용,724.39,72439.0,200
2022-03-11,상업용,657.64,65764.0,78
2022-03-12,상업용,714.71,71471.0,151
2022-03-13,상업용,955.7,95570.0,309
2022-03-14,상업용,603.52,60352.0,472
2022-03-15,상업용,848.04,84804.0,217
2022-03-16,상업용,1008.44,100844.0,57
2022-03-17,상업용,1034.77,103477.0,343
2022-03-18,상업용,817.59,81759.0,89
2022-03-19,상업용,890.39,89039.0,307
2022-03-20,상업용,788.45,78845.0,142
2022-03-21,상업용,598.3,59830.0,218
2022-03-22,상업용,643.08,64308.0,51
2022-03-23,상업용,836.46,83646.0,385
2022-03-24,상업용,1040.61,104061.0,339
2022-03-25,상업용,620.29,62029.0,148
2022-03-26,상업용,706.13,70613.0,488
2022-03-27,상업용,851.79,85179.0,102
2022-03-01,산업용,1073.16,107316.0,281
2022-03-02,산업용,720.58,72058.0,384
2022-03-03,산업용,761.22,76122.0,106
2022-03-04,산업용,1135.24,113524.0,375
2022-03-05,산업용,691.06,69106.0,288
2022-03-06,산업용,1004.82,100482.0,358
2022-03-07,산업용,1128.81,112881.0,267
2022-03-08,산업용,783.2,78320.0,234
2022-03-09,산업용,935.47,93547.0,191
2022-03-10,산업용,991.62,99162.0,320
2022-03-11,산업용,1053.63,105363.0,262
2022-03-12,산업용,935.05,93505.0,141
2022-03-13,산업용,1131.36,113136.0,14
2022-03-14,산업용,808.17,80817.0,233
2022-03-15,산업용,679.53,67953.0,137
2022-03-16,산업용,973.48,97348.0,482
2022-03-17,산업용,1187.61,118761.0,101
2022-03-18,산업용,725.06,72506.0,312
2022-03-19,산업용,1194.72,119472.0,316
2022-03-20,산업용,1124.24,112424.0,420
2022-03-21,산업용,1097.39,109739.0,406
2022-03-22,산업용,841.6,84160.0,300
2022-03-23,산업용,1144.3,114430.0,407
2022-03-24,산업용,751.44,75144.0,62
2022-03-25,산업용,1018.97,101897.0,142
2022-03-26,산업용,1077.39,107739.0,147
2022-03-27,산업용,948.11,94811.0,48
2022-03-01,발전용,1119.16,111916.0,193
2022-03-02,발전용,907.56,90756.0,31
2022-03-03,발전용,1105.01,110501.0,42
2022-03-04,발전용,1208.52,120852.0,219
2022-03-05,발전용,1160.66,116066.0,460
2022-03-06,발전용,1059.11,105911.0,380
2022-03-07,발전용,997.32,99732.0,383
2022-03-08,발전용,1298.92,129892.0,456
2022-03-09,발전용,1558.08,155808.0,449
2022-03-10,발전용,1008.45,100845.0,365
2022-03-11,발전용,1582.15,158215.0,200
2022-03-12,발전용,1420.61,142061.0,25
2022-03-13,발전용,1017.39,101739.0,33
2022-03-14,발전용,921.41,92141.0,288
2022-03-15,발전용,1067.14,106714.0,41
2022-03-16,발전용,1088.59,108859.0,172
2022-03-17,발전용,1592.52,159252.0,34
2022-03-18,발전용,932.08,93208.0,472
2022-03-19,발전용,1517.59,151759.0,471
2022-03-20,발전용,898.95,89895.0,488
2022-03-21,발전용,1038.32,103832.0,238
2022-03-22,발전용,1614.87,161487.0,405
2022-03-23,발전용,1523.33,152333.0,414
2022-03-24,발전용,1112.02,111202.0,263
2022-03-25,발전용,1551.62,155162.0,50
2022-03-26,발전용,1076.41,107641.0,227
2022-03-27,발전용,1621.16,162116.0,338
2022-04-01,주택용,555.1,55510.0,65
2022-04-02,주택용,550.06,55006.0,226
2022-04-03,주택용,362.42,36242.0,411
2022-04-04,주택용,408.08,40808.0,137
2022-04-05,주택용,569.81,56981.0,327
2022-04-06,주택용,534.13,53413.0,13
2022-04-07,주택용,322.99,32299.0,287
2022-04-08,주택용,511.08,51108.0,257
2022-04-09,주택용,376.82,37682.0,295
2022-04-10,주택용,331.35,33135.0,360
2022-04-11,주택용,552.79,55279.0,355
2022-04-12,주택용,554.41,55441.0,86
2022-04-13,주택용,494.35,49435.0,265
2022-04-14,주택용,477.08,47708.0,223
2022-04-15,주택용,359.25,35925.0,172
2022-04-16,주택용,416.46,41646.0,389
2022-04-17,주택용,504.17,50417.0,147
2022-04-18,주택용,359.69,35969.0,241
2022-04-19,주택용,361.42,36142.0,116
2022-04-20,주택용,338.34,33834.0,218
2022-04-21,주택용,383.75,38375.0,463
2022-04-22,주택용,558.43,55843.0,247
2022-04-23,주택용,576.64,57664.0,90
2022-04-24,주택용,357.57,35757.0,208
2022-04-25,주택용,366.59,36659.0,125
2022-04-26,주택용,421.42,42142.0,422
2022-04-27,주택용,515.54,51554.0,491
2022-04-01,상업용,1256.95,125695.0,482
2022-04-02,상업용,1293.32,129332.0,157
2022-04-03,상업용,1293.97,129397.0,196
2022-04-04,상업용,1179.27,117927.0,226
2022-04-05,상업용,1256.5,125650.0,195
2022-04-06,상업용,1361.21,136121.0,61
2022-04-07,상업용,1446.71,144671.0,491
2022-04-08,상업용,891.74,89174.0,132
2022-04-09,상업용,1374.55,137455.0,433
2022-04-10,상업용,1007.06,100706.0,352
2022-04-11,상업용,1349.16,134916.0,239
2022-04-12,상업용,1023.01,102301.0,378
2022-04-13,상업용,1467.25,146725.0,239
2022-04-14,상업용,846.24,84624.0,228
2022-04-15,상업용,1211.61,121161.0,236
2022-04-16,상업용,1287.76,128776.0,448
2022-04-17,상업용,1055.95,105595.0,184
2022-04-18,상업용,1188.21,118821.0,10
2022-04-19,상업용,898.7,89870.0,74
2022-04-20,상업용,1249.83,124983.0,195
2022-04-21,상업용,1322.73,132273.0,207
2022-04-22,상업용,1141.25,114125.0,274
2022-04-23,상업용,916.59,91659.0,173
2022-04-24,상업용,972.32,97232.0,147
2022-04-25,상업용,1453.19,145319.0,482
2022-04-26,상업용,953.56,95356.0,248
2022-04-27,상업용,1230.28,123028.0,126
2022-04-01,산업용,746.16,74616.0,494
2022-04-02,산업용,1002.62,100262.0,471
2022-04-03,산업용,775.03,77503.0,356
2022-04-04,산업용,1209.39,120939.0,190
2022-04-05,산업용,862.32,86232.0,87
2022-04-06,산업용,1206.11,120611.0,323
2022-04-07,산업용,1096.27,109627.0,166
2022-04-08,산업용,951.86,95186.0,135
2022-04-09,산업용,1029.96,102996.0,333
2022-04-10,산업용,838.77,83877.0,161
2022-04-11,산업용,942.07,94207.0,66
2022-04-12,산업용,1001.7,100170.0,310
2022-04-13,산업용,1174.44,117444.0,442
2022-04-14,산업용,1075.38,107538.0,259
2022-04-15,산업용,788.0,78800.0,409
2022-04-16,산업용,995.35,99535.0,474
2022-04-17,산업용,1105.83,110583.0,36
2022-04-18,산업용,801.09,80109.0,87
2022-04-19,산업용,1197.89,119789.0,434
2022-04-20,산업용,1173.32,117332.0,125
2022-04-21,산업용,1118.26,111826.0,484
2022-04-22,산업용,743.81,74381.0,183
2022-04-23,산업용,836.14,83614.0,327
2022-04-24,산업용,916.05,91605.0,380
2022-04-25,산업용,1224.88,122488.0,17
2022-04-26,산업용,1029.1,102910.0,63
2022-04-27,산업용,1225.86,122586.0,409
2022-04-01,발전용,811.35,81135.0,497
2022-04-02,발전용,1008.89,100889.0,58
2022-04-03,발전용,1190.07,119007.0,91
2022-04-04,발전용,1178.52,117852.0,358
2022-04-05,발전용,712.56,71256.0,326
2022-04-06,발전용,1165.09,116509.0,124
2022-04-07,발전용,1145.06,114506.0,95
2022-04-08,발전용,968.29,96829.0,79
2022-04-09,발전용,905.55,90555.0,410
2022-04-10,발전용,781.98,78198.0,203
2022-04-11,발전용,1189.27,118927.0,367
2022-04-12,발전용,1191.09,119109.0,109
2022-04-13,발전용,926.26,92626.0,286
2022-04-14,발전용,968.69,96869.0,434
2022-04-15,발전용,1208.74,120874.0,177
2022-04-16,발전용,1125.85,112585.0,458
2022-04-17,발전용,1210.23,121023.0,354
2022-04-18,발전용,993.88,99388.0,77
2022-04-19,발전용,758.17,75817.0,269
2022-04-20,발전용,1255.16,125516.0,67
2022-04-21,발전용,1006.24,100624.0,26
2022-04-22,발전용,982.39,98239.0,357
2022-04-23,발전용,840.35,84035.0,232
2022-04-24,발전용,1005.82,100582.0,303
2022-04-25,발전용,999.41,99941.0,486
2022-04-26,발전용,870.14,87014.0,445
2022-04-27,발전용,722.09,72209.0,408
2022-05-01,주택용,391.96,39196.0,265
2022-05-02,주택용,467.67,46767.0,454
2022-05-03,주택용,325.87,32587.0,72
2022-05-04,주택용,330.51,33051.0,150
2022-05-05,주택용,311.54,31154.0,277
2022-05-06,주택용,327.87,32787.0,473
2022-05-07,주택용,306.9,30690.0,269
2022-05-08,주택용,323.34,32334.0,440
2022-05-09,주택용,379.13,37913.0,117
2022-05-10,주택용,526.77,52677.0,366
2022-05-11,주택용,562.89,56289.0,387
2022-05-12,주택용,379.27,37927.0,429
2022-05-13,주택용,498.48,49848.0,351
2022-05-14,주택용,511.67,51167.0,204
2022-05-15,주택용,390.59,39059.0,14
2022-05-16,주택용,372.83,37283.0,295
2022-05-17,주택용,414.24,41424.0,488
2022-05-18,주택용,468.72,46872.0,418
2022-05-19,주택용,416.85,41685.0,389
2022-05-20,주택용,376.48,37648.0,80
2022-05-21,주택용,315.14,31514.0,162
2022-05-22,주택용,371.52,37152.0,116
2022-05-23,주택용,508.98,50898.0,235
2022-05-24,주택용,325.35,32535.0,277
2022-05-25,주택용,552.23,55223.0,163
2022-05-26,주택용,343.93,34393.0,116
2022-05-27,주택용,306.48,30648.0,159
2022-05-01,상업용,1223.0,122300.0,87
2022-05-02,상업용,1656.23,165623.0,476
2022-05-03,상업용,1338.24,133824.0,290
2022-05-04,상업용,1431.4,143140.0,26
2022-05-05,상업용,1309.94,130994.0,118
2022-05-06,상업용,1449.15,144915.0,145
2022-05-07,상업용,1244.39,124439.0,302
2022-05-08,상업용,1028.42,102842.0,13
2022-05-09,상업용,1003.45,100345.0,38
2022-05-10,상업용,1163.37,116337.0,339
2022-05-11,상업용,1161.12,116112.0,318
2022-05-12,상업용,1309.48,130948.0,329
2022-05-13,상업용,1121.93,112193.0,290
2022-05-14,상업용,1246.4,124640.0,471
2022-05-15,상업용,1191.21,119121.0,109
2022-05-16,상업용,1393.43,139343.0,292
2022-05-17,상업용,1588.97,158897.0,137
2022-05-18,상업용,954.12,95412.0,334
2022-05-19,상업용,1227.27,122727.0,103
2022-05-20,상업용,1695.83,169583.0,36
2022-05-21,상업용,1604.65,160465.0,72
2022-05-22,상업용,1441.43,144143.0,145
2022-05-23,상업용,1680.51,168051.0,454
2022-05-24,상업용,1179.1,117910.0,440
2022-05-25,상업용,1691.57,169157.0,472
2022-05-26,상업용,1598.94,159894.0,417
2022-05-27,상업용,1598.55,159855.0,206
2022-05-01,산업용,1059.11,105911.0,20
2022-05-02,산업용,1144.49,114449.0,348
2022-05-03,산업용,852.82,85282.0,349
2022-05-04,산업용,643.9,64390.0,40
2022-05-05,산업용,743.13,74313.0,177
2022-05-06,산업용,845.65,84565.0,189
2022-05-07,산업용,977.96,97796.0,327
2022-05-08,산업용,956.16,95616.0,227
2022-05-09,산업용,1047.63,104763.0,192
2022-05-10,산업용,708.0,70800.0,385
2022-05-11,산업용,657.46,65746.0,381
2022-05-12,산업용,1050.28,105028.0,227
2022-05-13,산업용,980.93,98093.0,209
2022-05-14,산업용,636.4,63640.0,372
2022-05-15,산업용,1002.24,100224.0,340
2022-05-16,산업용,895.23,89523.0,82
2022-05-17,산업용,663.02,66302.0,143
2022-05-18,산업용,825.69,82569.0,374
2022-05-19,산업용,649.33,64933.0,56
2022-05-20,산업용,929.14,92914.0,222
2022-05-21,산업용,723.87,72387.0,340
2022-05-22,산업용,771.24,77124.0,57
2022-05-23,산업용,1127.21,112721.0,68
2022-05-24,산업용,917.91,91791.0,77
2022-05-25,산업용,979.52,97952.0,388
2022-05-26,산업용,740.84,74084.0,133
2022-05-27,산업용,668.67,66867.0,261
2022-05-01,발전용,643.37,64337.0,276
2022-05-02,발전용,638.65,63865.0,197
2022-05-03,발전용,826.02,82602.0,282
2022-05-04,발전용,708.34,70834.0,43
2022-05-05,발전용,908.4,90840.0,358
2022-05-06,발전용,551.38,55138.0,293
2022-05-07,발전용,665.49,66549.0,429
2022-05-08,발전용,790.25,79025.0,391
2022-05-09,발전용,763.79,76379.0,399
2022-05-10,발전용,758.1,75810.0,217
2022-05-11,발전용,838.68,83868.0,203
2022-05-12,발전용,868.45,86845.0,317
2022-05-13,발전용,828.22,82822.0,142
2022-05-14,발전용,789.78,78978.0,230
2022-05-15,발전용,759.63,75963.0,398
2022-05-16,발전용,552.86,55286.0,488
2022-05-17,발전용,515.63,51563.0,407
2022-05-18,발전용,744.78,74478.0,84
2022-05-19,발전용,840.47,84047.0,445
2022-05-20,발전용,921.6,92160.0,219
2022-05-21,발전용,589.87,58987.0,393
2022-05-22,발전용,603.17,60317.0,408
2022-05-23,발전용,834.04,83404.0,440
2022-05-24,발전용,596.11,59611.0,232
2022-05-25,발전용,785.68,78568.0,173
2022-05-26,발전용,553.94,55394.0,183
2022-05-27,발전용,787.54,78754.0,337
2022-06-01,주택용,1344.59,134459.0,38
2022-06-02,주택용,1372.64,137264.0,283
2022-06-03,주택용,1243.83,124383.0,247
2022-06-04,주택용,1363.97,136397.0,426
2022-06-05,주택용,935.4,93540.0,177
2022-06-06,주택용,864.91,86491.0,438
2022-06-07,주택용,1031.61,103161.0,19
2022-06-08,주택용,1062.11,106211.0,80
2022-06-09,주택용,1203.11,120311.0,461
2022-06-10,주택용,836.32,83632.0,409
2022-06-11,주택용,897.39,89739.0,30
2022-06-12,주택용,912.47,91247.0,344
2022-06-13,주택용,746.3,74630.0,101
2022-06-14,주택용,1227.96,122796.0,401
2022-06-15,주택용,762.9,76290.0,196
2022-06-16,주택용,1246.02,124602.0,207
2022-06-17,주택용,1227.13,122713.0,283
2022-06-18,주택용,1003.54,100354.0,466
2022-06-19,주택용,773.82,77382.0,78
2022-06-20,주택용,902.83,90283.0,365
2022-06-21,주택용,933.93,93393.0,309
2022-06-22,주택용,893.68,89368.0,84
2022-06-23,주택용,1297.48,129748.0,375
2022-06-24,주택용,1072.08,107208.0,26
2022-06-25,주택용,885.65,88565.0,270
2022-06-26,주택용,966.67,96667.0,44
2022-06-27,주택용,1120.06,112006.0,228
2022-06-01,상업용,1281.76,128176.0,453
2022-06-02,상업용,729.77,72977.0,415
2022-06-03,상업용,990.95,99095.0,169
2022-06-04,상업용,801.69,80169.0,329
2022-06-05,상업용,745.89,74589.0,374
2022-06-06,상업용,909.2,90920.0,457
2022-06-07,상업용,752.26,75226.0,22
2022-06-08,상업용,1262.2,126220.0,369
2022-06-09,상업용,1050.62,105062.0,271
2022-06-10,상업용,1130.18,113018.0,472
2022-06-11,상업용,1334.48,133448.0,62
2022-06-12,상업용,1009.01,100901.0,168
2022-06-13,상업용,1313.75,131375.0,465
2022-06-14,상업용,758.21,75821.0,378
2022-06-15,상업용,1026.12,102612.0,111
2022-06-16,상업용,1237.72,123772.0,333
2022-06-17,상업용,740.04,74004.0,476
2022-06-18,상업용,1260.81,126081.0,93
2022-06-19,상업용,966.66,96666.0,62
2022-06-20,상업용,1106.75,110675.0,383
2022-06-21,상업용,944.67,94467.0,11
2022-06-22,상업용,922.59,92259.0,233
2022-06-23,상업용,1243.6,124360.0,222
2022-06-24,상업용,928.47,92847.0,222
2022-06-25,상업용,1161.83,116183.0,206
2022-06-26,상업용,1070.69,107069.0,421
2022-06-27,상업용,1126.36,112636.0,341
2022-06-01,산업용,463.25,46325.0,157
2022-06-02,산업용,756.09,75609.0,338
2022-06-03,산업용,501.06,50106.0,185
2022-06-04,산업용,723.7,72370.0,219
2022-06-05,산업용,645.92,64592.0,11
2022-06-06,산업용,617.72,61772.0,468
2022-06-07,산업용,644.75,64475.0,192
2022-06-08,산업용,501.97,50197.0,181
2022-06-09,산업용,442.43,44243.0,178
2022-06-10,산업용,526.82,52682.0,151
2022-06-11,산업용,578.45,57845.0,294
2022-06-12,산업용,755.34,75534.0,21
2022-06-13,산업용,532.86,53286.0,120
2022-06-14,산업용,600.79,60079.0,134
2022-06-15,산업용,495.88,49588.0,35
2022-06-16,산업용,511.75,51175.0,24
2022-06-17,산업용,594.63,59463.0,279
2022-06-18,산업용,548.29,54829.0,335
2022-06-19,산업용,621.29,62129.0,133
2022-06-20,산업용,771.61,77161.0,117
2022-06-21,산업용,588.15,58815.0,437
2022-06-22,산업용,672.01,67201.0,129
2022-06-23,산업용,614.89,61489.0,310
2022-06-24,산업용,498.86,49886.0,76
2022-06-25,산업용,467.41,46741.0,31
2022-06-26,산업용,780.33,78033.0,345
